TIME,NAME,CHANNEL,TUBE,SIGNAL
0.131514,Wild Fly,2,1,93.85
0.630652,Wild Fly,2,1,93.9188
1.12979,Wild Fly,2,1,93.9904
1.62893,Wild Fly,2,1,94.0649
2.12806,Wild Fly,2,1,94.1425
2.6272,Wild Fly,2,1,94.2233
3.12634,Wild Fly,2,1,94.3074
3.62548,Wild Fly,2,1,94.395
4.12462,Wild Fly,2,1,94.4862
4.62375,Wild Fly,2,1,94.5811
5.12289,Wild Fly,2,1,94.6799
5.62203,Wild Fly,2,1,94.7827
6.12117,Wild Fly,2,1,94.8898
6.6203,Wild Fly,2,1,95.0013
7.11944,Wild Fly,2,1,95.1173
7.61858,Wild Fly,2,1,95.2381
8.11772,Wild Fly,2,1,95.3638
8.61685,Wild Fly,2,1,95.4946
9.11599,Wild Fly,2,1,95.6308
9.61513,Wild Fly,2,1,95.7725
10.1143,Wild Fly,2,1,95.92
10.6134,Wild Fly,2,1,96.0736
11.1125,Wild Fly,2,1,96.2333
11.6117,Wild Fly,2,1,96.3996
12.1108,Wild Fly,2,1,96.5726
12.61,Wild Fly,2,1,96.7527
13.1091,Wild Fly,2,1,96.94
13.6082,Wild Fly,2,1,97.1349
14.1074,Wild Fly,2,1,97.3378
14.6065,Wild Fly,2,1,97.5488
15.1056,Wild Fly,2,1,97.7683
15.6048,Wild Fly,2,1,97.9967
16.1039,Wild Fly,2,1,98.2343
16.6031,Wild Fly,2,1,98.4814
17.1022,Wild Fly,2,1,98.7385
17.6013,Wild Fly,2,1,99.0059
18.1005,Wild Fly,2,1,99.284
18.5996,Wild Fly,2,1,99.5732
19.0987,Wild Fly,2,1,99.874
19.5979,Wild Fly,2,1,100.187
20.097,Wild Fly,2,1,100.512
20.5962,Wild Fly,2,1,100.85
21.0953,Wild Fly,2,1,101.202
21.5944,Wild Fly,2,1,101.567
22.0936,Wild Fly,2,1,101.947
22.5927,Wild Fly,2,1,102.342
23.0918,Wild Fly,2,1,102.753
23.591,Wild Fly,2,1,103.179
24.0901,Wild Fly,2,1,103.623
24.5893,Wild Fly,2,1,104.083
25.0884,Wild Fly,2,1,104.562
25.5875,Wild Fly,2,1,105.059
26.0867,Wild Fly,2,1,105.576
26.5858,Wild Fly,2,1,106.113
27.0849,Wild Fly,2,1,106.67
27.5841,Wild Fly,2,1,107.249
28.0832,Wild Fly,2,1,107.85
28.5824,Wild Fly,2,1,108.474
29.0815,Wild Fly,2,1,109.122
29.5806,Wild Fly,2,1,109.794
30.0798,Wild Fly,2,1,110.492
30.5789,Wild Fly,2,1,111.216
31.0781,Wild Fly,2,1,111.968
31.5772,Wild Fly,2,1,112.748
32.0763,Wild Fly,2,1,113.556
32.5755,Wild Fly,2,1,114.395
33.0746,Wild Fly,2,1,115.265
33.5737,Wild Fly,2,1,116.167
34.0729,Wild Fly,2,1,117.102
34.572,Wild Fly,2,1,118.071
35.0712,Wild Fly,2,1,119.076
35.5703,Wild Fly,2,1,120.116
36.0694,Wild Fly,2,1,121.194
36.5686,Wild Fly,2,1,122.311
37.0677,Wild Fly,2,1,123.467
37.5668,Wild Fly,2,1,124.664
38.066,Wild Fly,2,1,125.903
38.5651,Wild Fly,2,1,127.185
39.0643,Wild Fly,2,1,128.512
39.5634,Wild Fly,2,1,129.884
40.0625,Wild Fly,2,1,131.303
40.5617,Wild Fly,2,1,132.77
41.0608,Wild Fly,2,1,134.286
41.5599,Wild Fly,2,1,135.852
42.0591,Wild Fly,2,1,137.471
42.5582,Wild Fly,2,1,139.142
43.0574,Wild Fly,2,1,140.868
43.5565,Wild Fly,2,1,142.649
44.0556,Wild Fly,2,1,144.487
44.5548,Wild Fly,2,1,146.382
45.0539,Wild Fly,2,1,148.337
45.553,Wild Fly,2,1,150.352
46.0522,Wild Fly,2,1,152.428
46.5513,Wild Fly,2,1,154.567
