TIME,NAME,CHANNEL,TUBE,SIGNAL
0.0706655,Wild Fly,2,1,94.1947
0.131514,GSS Female,3,1,127.533
0.139736,Wild Fly,2,2,96.7121
0.200721,GSS Female,3,2,137.226
0.209069,Wild Fly,2,3,90.3947
0.270376,GSS Female,3,3,135.132
0.278482,Wild Fly,2,4,94.018
0.339939,GSS Female,3,4,133.862
0.34856,Wild Fly,2,5,96.456
0.409893,GSS Female,3,5,141.663
0.41825,Wild Fly,2,6,91.9063
0.479371,GSS Female,3,6,139.454
0.487821,Wild Fly,2,7,92.9029
0.549367,GSS Female,3,7,136.462
0.558106,Wild Fly,2,8,117.293
0.619056,GSS Female,3,8,133.631
1.19497,Wild Fly,2,1,94.1947
1.25602,GSS Female,3,1,127.533
1.26395,Wild Fly,2,2,96.7121
1.32448,GSS Female,3,2,139.458
1.33297,Wild Fly,2,3,90.3947
1.39357,GSS Female,3,3,135.132
1.40156,Wild Fly,2,4,95.0864
1.46256,GSS Female,3,4,136.039
1.47064,Wild Fly,2,5,96.456
1.53099,GSS Female,3,5,144.882
1.53905,Wild Fly,2,6,91.9063
1.59923,GSS Female,3,6,142.672
1.60741,Wild Fly,2,7,92.9029
1.66833,GSS Female,3,7,139.611
1.677,Wild Fly,2,8,117.293
1.73839,GSS Female,3,8,134.675
2.31349,Wild Fly,2,1,94.1947
2.37433,GSS Female,3,1,134.851
2.38245,Wild Fly,2,2,103.232
2.44312,GSS Female,3,2,149.499
2.45147,Wild Fly,2,3,93.4417
2.51224,GSS Female,3,3,138.299
2.52017,Wild Fly,2,4,95.0864
2.58087,GSS Female,3,4,142.568
2.58889,Wild Fly,2,5,96.456
2.64954,GSS Female,3,5,152.395
2.65753,Wild Fly,2,6,91.9063
2.71824,GSS Female,3,6,145.89
2.72641,Wild Fly,2,7,103.341
2.78789,GSS Female,3,7,145.909
2.79658,Wild Fly,2,8,122.565
2.857,GSS Female,3,8,141.983
3.4315,Wild Fly,2,1,94.1947
3.49208,GSS Female,3,1,137.987
3.5003,Wild Fly,2,2,114.099
3.56105,GSS Female,3,2,157.308
3.56951,Wild Fly,2,3,99.5358
3.63073,GSS Female,3,3,140.41
3.63869,Wild Fly,2,4,97.2231
3.69964,GSS Female,3,4,145.833
3.70837,Wild Fly,2,5,96.456
3.76877,GSS Female,3,5,158.834
3.7768,Wild Fly,2,6,91.9063
3.83758,GSS Female,3,6,149.108
3.84595,Wild Fly,2,7,113.78
3.90683,GSS Female,3,7,151.157
3.91553,Wild Fly,2,8,137.061
3.97589,GSS Female,3,8,149.291
4.55043,Wild Fly,2,1,94.1947
4.61082,GSS Female,3,1,141.123
4.61989,Wild Fly,2,2,124.965
4.68037,GSS Female,3,2,164.002
4.68899,Wild Fly,2,3,103.598
4.75075,GSS Female,3,3,142.522
4.75898,Wild Fly,2,4,100.428
4.82009,GSS Female,3,4,151.275
4.82829,Wild Fly,2,5,96.456
4.88923,GSS Female,3,5,162.054
4.89756,Wild Fly,2,6,91.9063
4.95929,GSS Female,3,6,151.254
4.96765,Wild Fly,2,7,122.131
5.02784,GSS Female,3,7,155.356
5.03668,Wild Fly,2,8,148.922
5.09764,GSS Female,3,8,157.642
5.6723,Wild Fly,2,1,95.253
5.73346,GSS Female,3,1,143.214
5.74165,Wild Fly,2,2,134.745
5.80296,GSS Female,3,2,174.043
5.81144,Wild Fly,2,3,106.645
5.87311,GSS Female,3,3,143.577
5.88143,Wild Fly,2,4,102.565
5.94201,GSS Female,3,4,155.628
5.95033,Wild Fly,2,5,96.456
6.01159,GSS Female,3,5,167.42
6.01984,Wild Fly,2,6,91.9063
6.08086,GSS Female,3,6,151.254
6.08942,Wild Fly,2,7,130.482
6.15027,GSS Female,3,7,161.654
6.15902,Wild Fly,2,8,164.737
6.21976,GSS Female,3,8,167.038
6.7948,Wild Fly,2,1,95.253
6.85538,GSS Female,3,1,145.304
6.8636,Wild Fly,2,2,145.612
6.92399,GSS Female,3,2,181.853
6.93264,Wild Fly,2,3,107.661
6.9936,GSS Female,3,3,143.577
7.0019,Wild Fly,2,4,106.839
7.06343,GSS Female,3,4,162.158
7.07175,Wild Fly,2,5,96.456
7.13284,GSS Female,3,5,172.786
7.14107,Wild Fly,2,6,91.9063
7.20149,GSS Female,3,6,153.399
7.21049,Wild Fly,2,7,137.789
7.27078,GSS Female,3,7,169.002
7.27988,Wild Fly,2,8,177.916
7.34053,GSS Female,3,8,178.522
7.91511,Wild Fly,2,1,97.3698
7.97562,GSS Female,3,1,146.35
7.98373,Wild Fly,2,2,151.045
8.04413,GSS Female,3,2,191.894
8.05281,Wild Fly,2,3,102.583
8.11334,GSS Female,3,3,143.577
8.12156,Wild Fly,2,4,102.565
8.18225,GSS Female,3,4,166.511
8.19051,Wild Fly,2,5,95.3722
8.25089,GSS Female,3,5,176.005
8.25924,Wild Fly,2,6,90.8736
8.3201,GSS Female,3,6,153.399
8.3284,Wild Fly,2,7,144.052
8.38931,GSS Female,3,7,175.301
8.39812,Wild Fly,2,8,185.824
8.45987,GSS Female,3,8,192.094
9.03369,Wild Fly,2,1,94.1947
9.09422,GSS Female,3,1,147.395
9.10271,Wild Fly,2,2,159.738
9.16371,GSS Female,3,2,201.935
9.17227,Wild Fly,2,3,101.567
9.23285,GSS Female,3,3,144.633
9.24123,Wild Fly,2,4,107.907
9.30194,GSS Female,3,4,175.218
9.3102,Wild Fly,2,5,101.875
9.37082,GSS Female,3,5,181.371
9.37947,Wild Fly,2,6,91.9063
9.43938,GSS Female,3,6,153.399
9.44789,Wild Fly,2,7,158.666
9.50907,GSS Female,3,7,181.599
9.51819,Wild Fly,2,8,208.228
9.57923,GSS Female,3,8,205.666
10.1548,Wild Fly,2,1,98.4281
10.2159,GSS Female,3,1,149.486
10.2239,Wild Fly,2,2,180.384
10.2842,GSS Female,3,2,216.438
10.2937,Wild Fly,2,3,110.708
10.3542,GSS Female,3,3,146.744
10.3625,Wild Fly,2,4,116.454
10.4232,GSS Female,3,4,181.748
10.4315,Wild Fly,2,5,104.042
10.4917,GSS Female,3,5,188.884
10.5,Wild Fly,2,6,91.9063
10.5612,GSS Female,3,6,155.545
10.5697,Wild Fly,2,7,167.016
10.6302,GSS Female,3,7,195.245
10.6387,Wild Fly,2,8,227.996
10.6991,GSS Female,3,8,222.37
11.2743,Wild Fly,2,1,95.253
11.3352,GSS Female,3,1,150.531
11.3433,Wild Fly,2,2,184.731
11.4044,GSS Female,3,2,229.826
11.4132,Wild Fly,2,3,104.614
11.4741,GSS Female,3,3,146.744
11.4824,Wild Fly,2,4,110.044
11.544,GSS Female,3,4,189.366
11.5522,Wild Fly,2,5,105.126
11.6125,GSS Female,3,5,194.25
11.6207,Wild Fly,2,6,91.9063
11.6813,GSS Female,3,6,154.472
11.6896,Wild Fly,2,7,176.411
11.7507,GSS Female,3,7,202.593
11.7596,Wild Fly,2,8,238.54
11.8205,GSS Female,3,8,242.206
12.3947,Wild Fly,2,1,96.3114
12.4551,GSS Female,3,1,151.576
12.4637,Wild Fly,2,2,198.857
12.5239,GSS Female,3,2,247.677
12.5325,Wild Fly,2,3,106.645
12.5932,GSS Female,3,3,146.744
12.6014,Wild Fly,2,4,112.181
12.6621,GSS Female,3,4,198.072
12.6704,Wild Fly,2,5,109.461
12.7315,GSS Female,3,5,201.762
12.7398,Wild Fly,2,6,91.9063
12.8006,GSS Female,3,6,156.618
12.8089,Wild Fly,2,7,187.894
12.8693,GSS Female,3,7,216.239
12.8783,Wild Fly,2,8,259.626
12.9386,GSS Female,3,8,265.173
13.5123,Wild Fly,2,1,96.3114
13.5731,GSS Female,3,1,153.667
13.5815,Wild Fly,2,2,209.724
13.6424,GSS Female,3,2,264.412
13.6509,Wild Fly,2,3,104.614
13.7124,GSS Female,3,3,147.8
13.7203,Wild Fly,2,4,119.659
13.7808,GSS Female,3,4,208.955
13.7892,Wild Fly,2,5,114.88
13.8501,GSS Female,3,5,210.348
13.8583,Wild Fly,2,6,91.9063
13.9194,GSS Female,3,6,155.545
13.9278,Wild Fly,2,7,199.376
13.9886,GSS Female,3,7,229.885
13.9973,Wild Fly,2,8,280.712
14.0584,GSS Female,3,8,288.141
14.6322,Wild Fly,2,1,97.3698
14.6926,GSS Female,3,1,155.758
14.7009,Wild Fly,2,2,227.11
14.7621,GSS Female,3,2,285.609
14.7708,Wild Fly,2,3,104.614
14.8317,GSS Female,3,3,147.8
14.8399,Wild Fly,2,4,120.728
14.9003,GSS Female,3,4,220.927
14.9086,Wild Fly,2,5,123.55
14.9692,GSS Female,3,5,218.933
14.9774,Wild Fly,2,6,91.9063
15.0378,GSS Female,3,6,156.618
15.047,Wild Fly,2,7,208.771
15.1075,GSS Female,3,7,244.581
15.1164,Wild Fly,2,8,304.434
15.1771,GSS Female,3,8,314.241
15.7536,Wild Fly,2,1,97.3698
15.8146,GSS Female,3,1,156.803
15.8231,Wild Fly,2,2,241.237
15.8838,GSS Female,3,2,309.038
