TIME,NAME,CHANNEL,TUBE,SIGNAL
11.3006,Wild Fly,2,1,95.253
11.3611,GSS Female,3,1,146.35
11.3693,Wild Fly,2,2,105.405
11.4296,GSS Female,3,2,148.383
11.4381,Wild Fly,2,3,103.598
11.499,GSS Female,3,3,148.856
11.5072,Wild Fly,2,4,273.507
11.5677,GSS Female,3,4,307.991
11.5762,Wild Fly,2,5,94.2884
11.6364,GSS Female,3,5,155.614
11.6447,Wild Fly,2,6,89.841
11.7055,GSS Female,3,6,155.545
11.7142,Wild Fly,2,7,113.78
11.7749,GSS Female,3,7,141.71
11.784,Wild Fly,2,8,131.79
11.8447,GSS Female,3,8,129.455
12.4192,Wild Fly,2,1,96.3114
12.4802,GSS Female,3,1,147.395
12.4888,Wild Fly,2,2,106.492
12.5491,GSS Female,3,2,149.499
12.5575,Wild Fly,2,3,104.614
12.6188,GSS Female,3,3,149.912
12.627,Wild Fly,2,4,302.353
12.6877,GSS Female,3,4,331.934
12.6959,Wild Fly,2,5,94.2884
12.7564,GSS Female,3,5,156.688
12.7646,Wild Fly,2,6,89.841
12.8251,GSS Female,3,6,156.618
12.8334,Wild Fly,2,7,114.824
12.8938,GSS Female,3,7,141.71
12.9026,Wild Fly,2,8,130.472
12.9637,GSS Female,3,8,129.455
13.538,Wild Fly,2,1,96.3114
13.5989,GSS Female,3,1,148.44
13.607,Wild Fly,2,2,107.579
13.6683,GSS Female,3,2,149.499
13.6766,Wild Fly,2,3,104.614
13.7372,GSS Female,3,3,150.967
13.7461,Wild Fly,2,4,331.2
13.8062,GSS Female,3,4,364.584
13.8146,Wild Fly,2,5,94.2884
13.8755,GSS Female,3,5,157.761
13.8837,Wild Fly,2,6,89.841
13.9443,GSS Female,3,6,156.618
13.9529,Wild Fly,2,7,114.824
14.0132,GSS Female,3,7,141.71
14.022,Wild Fly,2,8,131.79
14.0832,GSS Female,3,8,130.499
14.6599,Wild Fly,2,1,97.3698
14.7199,GSS Female,3,1,148.44
14.7279,Wild Fly,2,2,107.579
14.7889,GSS Female,3,2,150.614
14.7975,Wild Fly,2,3,104.614
14.859,GSS Female,3,3,150.967
14.8672,Wild Fly,2,4,358.978
14.9279,GSS Female,3,4,399.409
14.9362,Wild Fly,2,5,94.2884
14.997,GSS Female,3,5,157.761
15.0054,Wild Fly,2,6,89.841
