TIME,NAME,CHANNEL,TUBE,SIGNAL
0.130621,Wild Fly,2,1,97.1369
0.629534,Wild Fly,2,1,99.5372
1.12845,Wild Fly,2,1,101.96
1.62736,Wild Fly,2,1,104.405
2.12627,Wild Fly,2,1,106.873
2.62519,Wild Fly,2,1,109.364
3.1241,Wild Fly,2,1,111.878
3.62301,Wild Fly,2,1,114.416
4.12193,Wild Fly,2,1,116.977
4.62084,Wild Fly,2,1,119.563
5.11975,Wild Fly,2,1,122.172
5.61867,Wild Fly,2,1,124.806
6.11758,Wild Fly,2,1,127.464
6.61649,Wild Fly,2,1,130.147
7.11541,Wild Fly,2,1,132.855
7.61432,Wild Fly,2,1,135.588
8.11323,Wild Fly,2,1,138.346
8.61215,Wild Fly,2,1,141.13
9.11106,Wild Fly,2,1,143.94
9.60997,Wild Fly,2,1,146.777
10.1089,Wild Fly,2,1,149.639
10.6078,Wild Fly,2,1,152.528
11.1067,Wild Fly,2,1,155.444
11.6056,Wild Fly,2,1,158.387
12.1045,Wild Fly,2,1,161.358
12.6035,Wild Fly,2,1,164.356
13.1024,Wild Fly,2,1,167.381
13.6013,Wild Fly,2,1,170.435
14.1002,Wild Fly,2,1,173.517
14.5991,Wild Fly,2,1,176.628
15.098,Wild Fly,2,1,179.767
15.5969,Wild Fly,2,1,182.935
16.0958,Wild Fly,2,1,186.133
16.5948,Wild Fly,2,1,189.36
17.0937,Wild Fly,2,1,192.617
17.5926,Wild Fly,2,1,195.904
18.0915,Wild Fly,2,1,199.221
18.5904,Wild Fly,2,1,202.568
19.0893,Wild Fly,2,1,205.947
19.5882,Wild Fly,2,1,209.356
20.0872,Wild Fly,2,1,212.797
20.5861,Wild Fly,2,1,216.269
21.085,Wild Fly,2,1,219.773
21.5839,Wild Fly,2,1,223.309
22.0828,Wild Fly,2,1,226.877
22.5817,Wild Fly,2,1,230.478
23.0806,Wild Fly,2,1,234.111
23.5795,Wild Fly,2,1,237.778
24.0785,Wild Fly,2,1,241.477
24.5774,Wild Fly,2,1,245.21
25.0763,Wild Fly,2,1,248.977
25.5752,Wild Fly,2,1,252.777
26.0741,Wild Fly,2,1,256.612
26.573,Wild Fly,2,1,260.481
27.0719,Wild Fly,2,1,264.385
27.5709,Wild Fly,2,1,268.323
28.0698,Wild Fly,2,1,272.296
28.5687,Wild Fly,2,1,276.304
29.0676,Wild Fly,2,1,280.348
29.5665,Wild Fly,2,1,284.427
30.0654,Wild Fly,2,1,288.541
30.5643,Wild Fly,2,1,292.692
31.0632,Wild Fly,2,1,296.878
31.5622,Wild Fly,2,1,301.101
32.0611,Wild Fly,2,1,305.359
32.56,Wild Fly,2,1,309.654
33.0589,Wild Fly,2,1,313.985
33.5578,Wild Fly,2,1,318.353
34.0567,Wild Fly,2,1,322.757
34.5556,Wild Fly,2,1,327.197
35.0545,Wild Fly,2,1,331.674
35.5535,Wild Fly,2,1,336.188
36.0524,Wild Fly,2,1,340.738
36.5513,Wild Fly,2,1,345.324
37.0502,Wild Fly,2,1,349.947
37.5491,Wild Fly,2,1,354.605
38.048,Wild Fly,2,1,359.3
38.5469,Wild Fly,2,1,364.03
39.0459,Wild Fly,2,1,368.796
39.5448,Wild Fly,2,1,373.597
40.0437,Wild Fly,2,1,378.433
40.5426,Wild Fly,2,1,383.304
41.0415,Wild Fly,2,1,388.208
41.5404,Wild Fly,2,1,393.147
42.0393,Wild Fly,2,1,398.118
42.5382,Wild Fly,2,1,403.122
43.0372,Wild Fly,2,1,408.158
43.5361,Wild Fly,2,1,413.225
44.035,Wild Fly,2,1,418.323
44.5339,Wild Fly,2,1,423.45
45.0328,Wild Fly,2,1,428.605
45.5317,Wild Fly,2,1,433.788
46.0306,Wild Fly,2,1,438.998
46.5296,Wild Fly,2,1,444.233
47.0285,Wild Fly,2,1,449.492
47.5274,Wild Fly,2,1,454.773
48.0263,Wild Fly,2,1,460.076
48.5252,Wild Fly,2,1,465.398
49.0241,Wild Fly,2,1,470.738
49.523,Wild Fly,2,1,476.094
50.0219,Wild Fly,2,1,481.465
50.5209,Wild Fly,2,1,486.847
51.0198,Wild Fly,2,1,492.239
51.5187,Wild Fly,2,1,497.639
52.0176,Wild Fly,2,1,503.044
52.5165,Wild Fly,2,1,508.452
53.0154,Wild Fly,2,1,513.859
